id,predicted_label
681,6
682,6
683,6
684,2
685,6
686,6
687,6
688,6
689,6
690,6
691,6
692,6
693,6
694,6
695,6
696,6
697,6
698,6
699,6
700,6
701,6
702,6
703,6
704,6
705,6
706,6
707,6
708,2
709,6
710,6
711,6
712,6
713,6
714,6
715,6
716,2
717,2
718,6
719,2
720,6
721,6
722,6
723,6
724,2
725,2
726,6
727,6
728,6
729,6
730,6
731,6
732,6
733,6
734,6
735,6
736,6
737,6
738,6
739,6
740,2
741,6
742,6
743,2
744,6
745,6
746,6
747,6
748,2
749,6
750,6
751,6
752,6
753,6
754,6
755,6
756,6
757,6
758,2
759,2
760,6
761,2
762,6
763,6
764,6
765,6
766,2
767,6
768,6
769,6
770,2
771,6
772,6
773,6
774,6
775,6
776,6
777,6
778,6
779,6
780,6
781,6
782,6
783,6
784,6
785,6
786,6
787,6
788,6
789,6
790,6
791,6
792,6
793,6
794,6
795,6
796,6
797,6
798,6
799,6
800,6
801,6
802,6
803,6
804,6
805,6
806,6
807,2
808,6
809,6
810,6
811,6
812,6
813,6
814,6
815,6
816,6
817,6
818,6
819,6
820,6
821,6
822,6
823,6
824,6
825,6
826,3
827,2
828,6
829,6
830,6
831,6
832,6
833,6
834,6
835,6
836,6
837,2
838,6
839,6
840,6
841,6
842,6
843,6
844,6
845,6
846,6
847,6
848,2
849,6
850,6
851,6
852,2
853,6
854,6
855,6
856,6
857,6
858,6
859,6
860,6
861,2
862,6
863,6
864,6
865,6
866,6
867,6
868,6
869,6
870,6
871,6
872,6
873,6
874,6
875,6
876,6
877,6
878,6
879,6
880,6
881,6
882,6
883,6
884,6
885,6
886,6
887,6
888,2
889,6
890,2
891,6
892,6
893,6
894,6
895,6
896,6
897,6
898,6
899,6
900,2
901,2
902,3
903,6
904,6
905,6
906,6
907,6
908,6
909,2
910,6
911,6
912,6
913,6
914,6
915,2
916,6
917,6
918,2
919,6
920,6
921,6
922,6
923,6
924,6
925,6
926,6
927,6
928,6
929,6
930,2
931,6
932,2
933,6
934,6
935,6
936,6
937,2
938,6
939,6
940,6
941,6
942,6
943,6
944,6
945,6
946,6
947,6
948,6
949,6
950,6
951,6
952,6
953,6
954,6
955,6
956,6
957,6
958,6
959,6
960,2
961,6
962,6
963,6
964,6
965,6
966,2
967,6
968,6
969,6
970,6
971,6
972,6
973,2
974,6
975,6
976,2
977,6
978,6
979,6
980,6
981,2
982,6
983,6
984,6
985,6
986,6
987,2
988,6
989,6
990,6
991,6
992,6
993,2
994,6
995,2
996,6
997,6
998,6
999,6
1000,6
1001,6
1002,2
1003,6
1004,6
1005,6
1006,6
1007,6
1008,2
1009,6
1010,2
1011,6
1012,2
1013,6
1014,2
1015,6
1016,6
1017,2
1018,6
1019,2
1020,6
1021,6
1022,2
1023,6
1024,6
1025,6
1026,6
1027,6
1028,6
1029,2
1030,6
1031,6
1032,6
1033,6
1034,6
1035,6
1036,6
1037,6
1038,6
1039,6
1040,6
1041,6
1042,6
1043,6
1044,2
1045,6
1046,6
1047,6
1048,6
1049,6
1050,6
1051,6
1052,6
1053,6
1054,2
1055,3
1056,6
1057,2
1058,6
1059,2
1060,6
1061,6
1062,6
1063,2
1064,6
1065,6
1066,6
1067,6
1068,6
1069,2
1070,6
1071,6
1072,6
1073,6
1074,6
1075,6
1076,6
1077,6
1078,6
1079,6
1080,6
1081,6
1082,6
1083,6
1084,6
1085,6
1086,6
1087,2
1088,6
1089,6
1090,6
1091,6
1092,6
1093,6
1094,6
1095,6
1096,6
1097,2
1098,6
1099,6
1100,6
1101,6
1102,6
1103,6
1104,6
1105,6
1106,6
1107,2
1108,6
1109,2
1110,6
1111,5
1112,6
1113,6
1114,6
1115,6
1116,6
1117,6
1118,6
1119,2
1120,6
1121,6
1122,6
1123,6
1124,6
1125,6
1126,6
1127,6
1128,6
1129,2
1130,6
1131,6
1132,6
1133,6
1134,6
1135,6
1136,2
1137,3
1138,6
1139,6
1140,6
1141,6
1142,6
1143,2
1144,2
1145,6
1146,6
1147,6
1148,6
1149,6
1150,6
1151,2
1152,6
1153,2
1154,6
1155,6
1156,3
1157,6
1158,6
1159,6
1160,6
1161,6
1162,6
1163,6
1164,6
1165,6
1166,6
1167,6
1168,6
1169,6
1170,6
1171,6
1172,6
1173,2
1174,6
1175,6
1176,6
1177,6
1178,6
1179,6
1180,6
1181,6
1182,6
1183,6
1184,6
1185,6
1186,6
1187,2
1188,6
1189,6
1190,6
1191,6
1192,6
1193,6
1194,6
1195,3
1196,6
1197,6
1198,6
1199,6
1200,6
1201,6
1202,6
1203,6
1204,6
1205,2
1206,6
1207,6
1208,6
1209,6
1210,2
1211,6
1212,2
1213,6
1214,6
1215,6
1216,6
1217,6
1218,2
1219,6
1220,6
1221,6
1222,6
1223,6
1224,6
1225,6
1226,6
1227,6
1228,6
1229,6
1230,6
1231,6
1232,6
1233,6
1234,6
1235,6
1236,6
1237,6
1238,6
1239,6
1240,6
1241,6
1242,6
1243,6
1244,6
1245,6
1246,6
1247,6
1248,6
1249,6
1250,6
1251,6
1252,6
1253,6
1254,6
1255,6
1256,6
1257,6
1258,6
1259,6
1260,6
1261,6
1262,6
1263,2
1264,2
1265,6
1266,6
1267,6
1268,6
1269,6
1270,6
1271,6
1272,6
1273,2
1274,6
1275,6
1276,6
1277,6
1278,6
1279,6
1280,6
1281,6
1282,2
1283,6
1284,6
1285,6
1286,6
1287,6
1288,6
1289,6
1290,6
1291,2
1292,6
1293,6
1294,6
1295,6
1296,6
1297,6
1298,6
1299,6
1300,6
1301,6
1302,6
1303,6
1304,6
1305,5
1306,6
1307,6
1308,6
1309,6
1310,6
1311,2
1312,6
1313,6
1314,6
1315,6
1316,6
1317,6
1318,2
1319,6
1320,6
1321,6
1322,6
1323,6
1324,6
1325,6
1326,6
1327,6
1328,6
1329,6
1330,5
1331,6
1332,6
1333,6
1334,2
1335,6
1336,6
1337,6
1338,3
1339,6
1340,6
1341,6
1342,6
1343,6
1344,6
1345,6
1346,6
1347,6
1348,6
1349,6
1350,2
1351,6
1352,2
1353,2
1354,6
1355,6
1356,6
1357,6
1358,6
1359,6
1360,6
1361,6
1362,2
1363,6
1364,6
1365,6
1366,6
1367,6
1368,6
1369,6
1370,6
1371,6
1372,6
1373,6
1374,6
1375,2
1376,6
1377,6
1378,2
1379,6
1380,6
1381,6
1382,6
1383,6
1384,6
1385,6
1386,6
1387,6
1388,6
1389,6
1390,6
1391,6
1392,6
1393,6
1394,6
1395,6
1396,6
1397,6
1398,2
1399,6
1400,6
1401,6
1402,6
1403,6
1404,6
1405,6
1406,6
1407,6
1408,6
1409,6
1410,6
1411,6
1412,6
1413,2
1414,6
1415,6
1416,2
1417,6
1418,6
1419,6
1420,6
1421,6
1422,6
1423,6
1424,2
1425,6
1426,6
1427,6
1428,6
1429,6
1430,6
1431,6
1432,6
1433,6
1434,6
1435,6
1436,6
1437,6
1438,6
1439,6
1440,6
1441,6
1442,6
1443,6
1444,2
1445,6
1446,2
1447,6
1448,6
1449,6
1450,6
1451,6
1452,6
1453,6
1454,6
1455,6
1456,6
1457,2
1458,6
1459,6
1460,6
1461,6
1462,5
1463,6
1464,6
1465,6
1466,6
1467,6
1468,6
1469,6
1470,2
1471,2
1472,6
1473,6
1474,2
1475,6
1476,6
1477,2
1478,6
1479,6
1480,6
1481,6
1482,2
1483,6
1484,6
1485,6
1486,6
1487,6
1488,6
1489,6
1490,6
1491,6
1492,6
1493,6
1494,2
1495,6
1496,6
1497,6
1498,6
1499,2
1500,6
1501,6
1502,6
1503,2
1504,6
1505,6
1506,6
1507,6
1508,2
1509,6
1510,6
1511,6
1512,6
1513,6
1514,2
1515,6
1516,6
1517,6
1518,6
1519,2
1520,6
1521,6
1522,6
1523,6
1524,6
1525,6
1526,6
1527,6
1528,6
1529,6
1530,6
1531,2
1532,6
1533,6
1534,6
1535,6
1536,6
1537,6
1538,6
1539,6
1540,6
1541,2
1542,6
1543,6
1544,6
1545,6
1546,6
1547,6
1548,6
1549,6
1550,6
1551,6
1552,6
1553,6
1554,6
1555,6
1556,6
1557,6
1558,2
1559,6
1560,6
1561,6
1562,6
1563,6
1564,6
1565,6
1566,6
1567,6
1568,6
1569,6
1570,6
1571,6
1572,6
1573,6
1574,6
1575,6
1576,6
1577,2
1578,2
1579,6
1580,6
1581,6
1582,6
1583,6
1584,2
1585,6
1586,6
1587,6
1588,6
1589,6
1590,6
1591,6
1592,6
1593,5
1594,6
1595,2
1596,2
1597,6
1598,6
1599,6
1600,6
1601,2
1602,6
1603,6
1604,6
1605,6
1606,6
1607,3
1608,6
1609,6
1610,6
1611,2
1612,6
1613,6
1614,6
1615,6
1616,6
1617,6
1618,2
1619,6
1620,6
1621,6
1622,6
1623,6
1624,6
1625,6
1626,2
1627,6
1628,6
1629,6
1630,6
1631,6
1632,6
1633,6
1634,6
1635,6
1636,6
1637,6
1638,6
1639,6
1640,6
1641,2
1642,6
1643,6
1644,2
1645,6
1646,6
1647,2
1648,6
1649,6
1650,6
1651,6
1652,6
1653,6
1654,6
1655,2
1656,6
1657,6
1658,6
1659,6
1660,6
1661,6
1662,2
1663,6
1664,6
1665,6
1666,6
1667,2
1668,6
1669,6
1670,6
1671,6
1672,6
1673,6
1674,6
1675,6
1676,6
1677,2
1678,6
1679,6
1680,6
1681,6
1682,6
1683,6
1684,6
1685,6
1686,6
1687,6
1688,6
1689,6
1690,6
1691,6
1692,6
1693,6
1694,6
1695,6
1696,6
1697,6
1698,6
1699,6
1700,6
1701,2
1702,6
1703,2
1704,6
1705,6
1706,6
1707,6
1708,6
1709,6
1710,6
1711,6
1712,2
1713,6
1714,2
1715,6
1716,6
1717,6
1718,6
1719,6
1720,6
1721,6
1722,6
1723,6
1724,6
1725,6
1726,6
1727,6
1728,6
1729,6
1730,6
1731,6
1732,6
1733,6
1734,6
1735,6
1736,6
1737,6
1738,6
1739,6
1740,6
1741,6
1742,6
1743,2
1744,6
1745,2
1746,6
1747,6
1748,2
1749,6
1750,6
1751,6
1752,6
1753,6
1754,6
1755,6
1756,6
1757,6
1758,6
1759,6
1760,6
1761,6
1762,6
1763,6
1764,6
1765,6
1766,6
1767,6
1768,6
1769,6
1770,6
1771,6
1772,6
1773,6
1774,6
1775,6
1776,6
1777,6
1778,6
1779,2
1780,2
1781,6
1782,6
1783,6
1784,6
1785,6
1786,2
1787,6
1788,6
1789,6
1790,6
1791,6
1792,6
1793,6
1794,6
1795,6
1796,6
1797,6
1798,6
1799,6
1800,6
1801,6
1802,6
1803,6
1804,2
1805,6
1806,6
1807,6
1808,6
1809,6
1810,6
1811,2
1812,6
1813,6
1814,6
1815,6
1816,2
1817,6
1818,6
1819,6
1820,6
1821,6
1822,6
1823,6
1824,6
1825,6
1826,6
1827,6
1828,6
1829,6
1830,6
1831,6
1832,6
1833,6
1834,6
1835,6
1836,6
1837,6
1838,6
1839,6
1840,6
1841,6
1842,6
1843,6
1844,6
1845,6
1846,6
1847,6
1848,6
1849,6
1850,6
1851,6
1852,2
1853,6
1854,2
1855,6
1856,6
1857,6
1858,6
1859,6
1860,6
1861,6
1862,6
1863,6
1864,6
1865,6
1866,6
1867,2
1868,6
1869,6
1870,6
1871,6
1872,6
1873,6
1874,6
1875,2
1876,6
1877,6
1878,6
1879,2
1880,6
1881,6
1882,6
1883,6
1884,6
1885,6
1886,6
1887,6
1888,6
1889,6
1890,6
1891,6
1892,6
1893,6
1894,6
1895,6
1896,6
1897,6
1898,6
1899,6
1900,6
1901,6
1902,6
1903,6
1904,6
1905,6
1906,6
1907,6
1908,2
1909,6
1910,6
1911,6
1912,2
1913,6
1914,6
1915,6
1916,6
1917,6
1918,6
1919,6
1920,6
1921,6
1922,6
1923,3
1924,6
1925,6
1926,6
1927,6
1928,6
1929,6
1930,6
1931,6
1932,6
1933,6
1934,6
1935,6
1936,2
1937,6
1938,6
1939,6
1940,6
1941,6
1942,6
1943,6
1944,3
1945,6
1946,6
1947,6
1948,6
1949,6
1950,3
1951,6
1952,2
1953,6
1954,6
1955,6
1956,6
1957,6
1958,6
1959,6
1960,6
1961,6
1962,6
1963,2
1964,6
1965,6
1966,6
1967,6
1968,6
1969,6
1970,6
1971,6
1972,6
1973,6
1974,6
1975,6
1976,6
1977,6
1978,6
1979,6
1980,6
1981,6
1982,6
1983,6
1984,6
1985,6
1986,6
1987,6
1988,6
1989,6
1990,2
1991,6
1992,6
1993,6
1994,6
1995,6
1996,6
1997,6
1998,6
1999,6
2000,6
2001,6
2002,6
2003,6
2004,6
2005,6
2006,6
2007,6
2008,6
2009,6
2010,6
2011,6
2012,6
2013,6
2014,6
2015,6
2016,6
2017,6
2018,6
2019,6
2020,6
2021,6
2022,6
2023,6
2024,6
2025,6
2026,6
2027,6
2028,2
2029,6
2030,6
2031,6
2032,6
2033,6
2034,6
2035,6
2036,2
2037,2
2038,2
2039,6
2040,6
2041,6
2042,6
2043,6
2044,2
2045,2
2046,6
2047,6
2048,6
2049,6
2050,6
2051,6
2052,6
2053,6
2054,6
2055,6
2056,6
2057,6
2058,6
2059,6
2060,2
2061,6
2062,6
2063,6
2064,2
2065,6
2066,6
2067,6
2068,6
2069,2
2070,6
2071,2
2072,6
2073,6
2074,6
2075,2
2076,6
2077,6
2078,6
2079,6
2080,6
2081,2
2082,6
2083,2
2084,6
2085,6
2086,6
2087,6
2088,6
2089,6
2090,6
2091,6
2092,6
2093,6
2094,6
2095,6
2096,6
2097,6
2098,6
2099,6
2100,2
2101,6
2102,6
2103,6
2104,6
2105,6
2106,2
2107,6
2108,6
2109,6
2110,6
2111,6
2112,6
2113,2
2114,6
2115,6
2116,6
2117,6
2118,6
2119,2
2120,6
2121,6
2122,6
2123,2
2124,6
2125,6
2126,6
2127,6
2128,6
2129,6
2130,2
2131,2
2132,6
2133,6
2134,6
2135,6
2136,6
2137,6
2138,6
2139,6
2140,6
2141,6
2142,6
2143,6
2144,6
2145,6
2146,6
2147,6
2148,6
2149,6
2150,6
2151,2
2152,6
2153,6
2154,6
2155,6
2156,2
2157,2
2158,6
2159,6
2160,6
2161,6
2162,6
2163,6
2164,6
2165,6
2166,6
2167,6
2168,6
2169,6
2170,6
2171,6
2172,6
2173,6
2174,6
2175,6
2176,6
2177,6
2178,2
2179,6
2180,6
2181,2
2182,6
2183,6
2184,6
2185,6
2186,5
2187,6
2188,6
2189,6
2190,6
2191,6
2192,6
2193,6
2194,6
2195,6
2196,2
2197,6
2198,6
2199,6
2200,3
2201,2
2202,6
2203,6
2204,6
2205,6
2206,6
2207,6
2208,6
2209,6
2210,2
2211,6
2212,6
2213,6
2214,6
2215,6
2216,6
2217,6
2218,6
2219,6
2220,6
2221,6
2222,6
2223,6
2224,6
2225,6
2226,6
2227,6
2228,2
2229,6
2230,2
2231,6
2232,6
2233,6
2234,6
2235,6
2236,6
2237,6
2238,6
2239,6
2240,6
2241,2
2242,6
2243,6
2244,6
2245,6
2246,6
2247,6
2248,6
2249,6
2250,6
2251,6
2252,6
2253,6
2254,6
2255,6
2256,6
2257,6
2258,6
2259,6
2260,6
2261,6
2262,2
2263,6
2264,6
2265,2
2266,6
2267,6
2268,2
2269,6
2270,6
2271,6
2272,2
2273,2
2274,6
2275,2
2276,6
2277,6
2278,6
2279,6
2280,6
2281,6
2282,2
2283,6
2284,2
2285,6
2286,6
2287,6
2288,6
2289,6
2290,6
2291,6
2292,6
2293,2
2294,6
2295,2
2296,6
2297,6
2298,6
2299,6
2300,6
2301,6
2302,6
2303,6
2304,2
2305,6
2306,6
2307,6
2308,6
2309,6
2310,6
2311,6
2312,6
2313,6
2314,6
2315,6
2316,6
2317,6
2318,6
2319,6
2320,6
2321,2
2322,6
2323,6
2324,6
2325,5
2326,2
2327,2
2328,6
2329,6
2330,6
2331,6
2332,6
2333,6
2334,6
2335,6
2336,6
2337,6
2338,6
2339,2
2340,6
2341,2
2342,6
2343,6
2344,6
2345,2
2346,6
2347,2
2348,6
2349,6
2350,6
2351,6
2352,6
2353,2
2354,6
2355,6
2356,2
2357,6
2358,6
2359,6
2360,6
2361,6
2362,6
2363,6
2364,6
2365,6
2366,6
2367,6
2368,6
2369,6
2370,6
2371,2
2372,6
2373,2
2374,6
2375,6
2376,6
2377,6
2378,6
2379,6
2380,6
2381,6
2382,6
2383,6
2384,6
2385,6
2386,6
2387,6
2388,6
2389,6
2390,6
2391,6
2392,6
2393,6
2394,6
2395,6
2396,6
2397,2
2398,6
2399,2
2400,2
2401,6
2402,6
2403,6
2404,6
2405,6
2406,6
2407,6
2408,6
2409,6
2410,2
2411,6
2412,6
2413,6
2414,6
2415,6
2416,3
2417,6
2418,6
2419,6
2420,6
2421,6
2422,2
2423,6
2424,6
2425,6
2426,6
2427,6
2428,6
2429,6
2430,6
2431,6
2432,6
2433,6
2434,6
2435,6
2436,6
2437,6
2438,6
2439,6
2440,6
2441,6
2442,6
2443,2
2444,6
2445,6
2446,6
2447,2
2448,6
2449,2
2450,6
2451,6
2452,6
2453,6
2454,6
2455,6
2456,6
2457,6
2458,6
2459,6
2460,6
2461,6
2462,6
2463,6
2464,6
2465,6
2466,6
2467,6
2468,6
2469,6
2470,5
2471,6
2472,6
2473,6
2474,6
2475,6
2476,6
2477,2
2478,6
2479,6
2480,2
2481,2
2482,6
2483,6
2484,2
2485,6
2486,6
2487,6
2488,6
2489,6
2490,6
2491,6
2492,6
2493,6
2494,6
2495,6
2496,6
2497,6
2498,6
2499,6
2500,6
2501,6
2502,6
2503,6
2504,6
2505,6
2506,2
2507,6
2508,6
2509,6
2510,2
2511,6
2512,6
2513,6
2514,6
2515,6
2516,6
2517,6
2518,6
2519,6
2520,6
2521,6
2522,6
2523,6
2524,6
2525,6
2526,6
2527,6
2528,6
2529,6
2530,6
2531,2
2532,6
2533,6
2534,6
2535,6
2536,6
2537,6
2538,6
2539,6
2540,6
2541,6
2542,6
2543,6
2544,6
2545,6
2546,6
2547,6
2548,6
2549,6
2550,6
2551,6
2552,6
2553,2
2554,6
2555,6
2556,2
2557,6
2558,2
2559,6
2560,6
2561,6
2562,2
2563,6
2564,6
2565,6
2566,6
2567,6
2568,6
2569,6
2570,6
2571,2
2572,6
2573,6
2574,6
2575,6
2576,6
2577,6
2578,6
2579,6
2580,2
2581,6
2582,2
2583,6
2584,6
2585,6
2586,6
2587,2
2588,6
2589,6
2590,6
2591,6
2592,6
2593,2
2594,6
2595,6
2596,6
2597,6
2598,6
2599,6
2600,6
2601,6
2602,2
2603,6
2604,6
2605,6
2606,6
2607,6
2608,6
2609,6
2610,6
2611,6
2612,6
2613,2
2614,6
2615,6
2616,2
2617,6
2618,6
2619,6
2620,6
2621,6
2622,6
2623,6
2624,6
2625,6
2626,6
2627,6
2628,6
2629,6
2630,6
2631,6
2632,6
2633,6
2634,2
2635,6
2636,6
2637,6
2638,6
2639,6
2640,6
2641,6
2642,6
2643,6
2644,3
2645,6
2646,6
2647,6
2648,6
2649,6
2650,6
2651,6
2652,6
2653,6
2654,6
2655,6
2656,6
2657,6
2658,6
2659,6
2660,6
2661,6
2662,6
2663,6
2664,6
2665,6
2666,6
2667,6
2668,6
2669,6
2670,6
2671,2
2672,6
2673,2
2674,6
2675,6
2676,2
2677,6
2678,2
2679,6
2680,6
2681,6
2682,6
2683,6
2684,6
2685,6
2686,6
2687,6
2688,6
2689,6
2690,6
2691,6
2692,6
2693,6
2694,6
2695,2
2696,6
2697,6
2698,6
2699,6
2700,6
2701,2
2702,2
2703,6
2704,2
2705,6
2706,2
2707,6
2708,6
2709,6
2710,6
2711,6
2712,6
2713,6
2714,6
2715,6
2716,6
2717,6
2718,2
2719,6
2720,6
2721,2
2722,6
2723,6
2724,6
2725,6
2726,2
2727,6
2728,6
2729,6
2730,6
2731,6
2732,6
2733,6
2734,2
2735,6
2736,6
2737,6
2738,6
2739,6
2740,6
2741,6
2742,6
2743,6
2744,2
2745,6
2746,6
2747,6
2748,6
2749,6
2750,2
2751,6
2752,6
2753,6
2754,6
2755,2
2756,2
2757,6
2758,6
2759,6
2760,6
2761,6
2762,6
2763,6
2764,6
2765,6
2766,6
2767,6
2768,6
2769,6
2770,6
2771,6
2772,6
2773,6
2774,6
2775,6
2776,6
2777,6
2778,6
2779,6
2780,2
2781,2
2782,2
2783,2
2784,6
2785,2
2786,5
2787,6
2788,6
2789,6
2790,6
2791,6
2792,6
2793,6
2794,2
2795,2
2796,6
2797,6
2798,2
2799,6
2800,6
2801,3
2802,6
2803,2
2804,6
2805,6
2806,6
2807,6
2808,6
2809,2
2810,6
2811,6
2812,6
2813,6
2814,6
2815,6
2816,6
2817,2
2818,6
2819,6
2820,6
2821,6
2822,6
2823,6
2824,6
2825,6
2826,6
2827,6
2828,6
2829,6
2830,6
2831,6
2832,6
2833,6
2834,6
2835,2
2836,6
2837,6
2838,6
2839,6
2840,6
2841,6
2842,6
2843,6
2844,6
2845,6
2846,6
2847,6
2848,6
2849,6
2850,6
2851,6
2852,6
2853,6
2854,6
2855,6
2856,6
2857,6
2858,6
2859,2
2860,6
2861,6
2862,6
2863,2
2864,6
2865,6
2866,6
2867,6
2868,6
2869,6
2870,6
2871,6
2872,6
2873,6
2874,2
2875,6
2876,6
2877,6
2878,2
2879,6
2880,2
2881,6
2882,6
2883,6
2884,6
2885,2
2886,6
2887,6
2888,6
2889,6
2890,6
2891,6
2892,6
2893,6
2894,6
2895,6
2896,6
2897,2
2898,6
2899,6
2900,6
2901,6
2902,6
2903,6
2904,6
2905,6
2906,6
2907,6
2908,6
2909,6
2910,2
2911,6
2912,6
2913,6
2914,6
2915,6
2916,6
2917,6
2918,6
2919,6
2920,2
2921,6
2922,6
2923,6
2924,6
2925,6
2926,6
2927,6
2928,2
2929,6
2930,6
2931,6
2932,6
2933,6
2934,6
2935,6
2936,6
2937,6
2938,6
2939,6
2940,6
2941,6
2942,6
2943,6
2944,6
2945,2
2946,6
2947,6
2948,6
2949,6
2950,6
2951,6
2952,6
2953,6
2954,2
2955,2
2956,2
2957,2
2958,6
2959,6
2960,6
2961,6
2962,2
2963,6
2964,5
2965,6
2966,6
2967,6
2968,6
2969,2
2970,6
2971,2
2972,6
2973,6
2974,6
2975,6
2976,6
2977,5
2978,6
2979,6
2980,6
2981,6
2982,6
2983,6
2984,6
2985,2
2986,6
2987,6
2988,2
2989,6
2990,6
2991,6
2992,6
2993,2
2994,6
2995,2
